"id","name","code","user_type_id/id","chart_template_id/id","tag_ids/id","reconcile","note"
"tr730","General Production Expenses","730","account.data_account_type_expenses","l10n_tr.chart_template_7a","","FALSE","İşletmenin üretimi ve bu üretime bağlı hizmetler için yapılan direkt işçilik ve direkt ilkmadde ve malzeme dışında kalan giderlerin izlendiği hesaptır.\n\nBu giderlerin;\n\n— Üretim ve hizmet maliyeti ile ilgili bir gider niteliğini taşıması,\n\n— Çeşit ve değer yönü ile doğrudan doğruya değil ancak dağıtım yoluyla üretim ve hizmet maliyetlerine yansıtılabilir nitelikte olması, gerekir.\n\nTahakkuk eden giderler bu hesabın borcuna kaydedilir. Dönem sonlarında ""731- Genel Üretim Giderleri Yansıtma Hesabı"" ile karşılaştırılarak kapatılır."
"tr731","Reflection Account For General Production Expenses","731","account.data_account_type_expenses","l10n_tr.chart_template_7a","","FALSE","Önceden saptanmış maliyet yöntemlerinin uygulandığı durumlarda, önceden saptanmış genel üretim giderleri,\n\nFiili maliyet yönteminin uygulandığı durumlarda, ""730- Genel üretim Giderleri Hesabı""nın borcuna kaydedilen giderleri, bu hesabın alacağı karşılığı ""151- Yarı Mamüller Üretim Hesabı"" ile diğer aktif, gider ve zarar hesaplarına borç kaydedilir."
"tr732","Budget Differences Of General Production Expenses","732","account.data_account_type_expenses","l10n_tr.chart_template_7a","","FALSE","Fiili üretim genel giderleri ile maliyetlere yüklenen önceden saptanmış giderler arasındaki olumlu ya da olumsuz bütçe farklarının izlendiği hesaptır.\n\nOlumsuz farklar hesabın borcuna olumlu farklar ise alacağına kaydedilir. Dönem sonlarında bu hesap ilgili stok ve satış maliyeti hesaplarına aktarılarak kapatılır."
"tr733","Productivity Differences Of General Production Expenses","733","account.data_account_type_expenses","l10n_tr.chart_template_7a","","FALSE","Fiili üretim genel giderleri ile maliyetlere yüklenen önceden saptanmış giderler arasındaki olumlu ya da olumsuz verimlilik farklarının izlendiği hesaptır.\n\nOlumsuz farklar hesabın borcuna olumlu farklar ise alacağına kaydedilir. Dönem sonlarında bu hesap ilgili stok ve satış maliyeti hesaplarına aktarılarak kapatılır."
"tr734","Capacity Differences Of General Production Expenses","734","account.data_account_type_expenses","l10n_tr.chart_template_7a","","FALSE","Fiili üretim genel giderleri ile maliyetlere yüklenen önceden saptanmış giderler arasındaki olumlu ya da olumsuz kapasite farklarının izlendiği hesaptır.\n\nOlumsuz farklar hesabın borcuna olumlu farklar ise alacağına kaydedilir. Dönem sonlarında bu hesap ilgili stok ve satış maliyeti hesaplarına aktarılarak kapatılır.\n\n74 HİZMET ÜRETİM MALİYETİ\n\nBu grup hizmet işletmeleri ile ilgilidir. Hizmet işletmelerinde 71, 72 ve 73 gruplarda yer alan hesaplar kullanılmaz. Bu hesaplar yerine bu gruptaki hesaplar kullanılır. Hizmet işletmelerinin üretim maliyetlerinin izlenmesinde kullanılan hesaplar bu grupta yeralır."
"tr740","Cost Of Production Of Services","740","account.data_account_type_expenses","l10n_tr.chart_template_7a","","FALSE","Hizmet işletmelerinde üretilen hizmetler için yapılan giderlerin fiili tutarları bu hesabın horcuna kaydedilir. Dönem sonlarında bu hesap ""741- Hizmet Üretim Maliyeti Yansıtma"" hesabı ile karşılaştırılarak kapatılır."
"tr741","Reflection Account For Cost Of Production Of Services","741","account.data_account_type_expenses","l10n_tr.chart_template_7a","","FALSE","Önceden saptanmış maliyet yöntemlerinin uygulandığı durumlarda, önceden saptanmış hizmet maliyetini oluşturan giderler, fiili maliyet yönteminin uygulandığı durumlarda ""740- Hizmet Üretim Maliyeti Hesabı""nın borcuna kaydedilen tutarları hu hesabın alacağı karşılığı ""622- Satılan Hizmet Maliyeti Hesabı""nın borcuna aktarılır. Dönem sonlarında bu hesap ""740- Hizmet Üretim Maliyeti Hesabı"" ile karşılaştırılarak kapatılır."
"tr742","Cost Of Production Of Services Difference Account","742","account.data_account_type_expenses","l10n_tr.chart_template_7a","","FALSE","Hizmet üretim maliyetlerinin fiili tutarları ile önceden saptanmış hizmet üretim maliyeti arasındaki olumlu veya olumsuz farkların izlendiği hesaptır. Olumsuz farklar hesabın borcuna, olumlu farklar hesabın alacağına kaydedilir. Dönem sonlarında hu hesap ""622 Satılan Hizmet Maliyeti Hesabına"" aktarılarak kapatılır."
"tr750","Research And Development Expenses","750","account.data_account_type_expenses","l10n_tr.chart_template_7a","","FALSE",""
"tr751","Reflection Account For Research And Development Expenses","751","account.data_account_type_expenses","l10n_tr.chart_template_7a","","FALSE",""
"tr752","Research And Development Expenses Difference Account","752","account.data_account_type_expenses","l10n_tr.chart_template_7a","","FALSE",""
"tr760","Marketing, Sales And Distribution Expenses","760","account.data_account_type_expenses","l10n_tr.chart_template_7a","","FALSE","Mamülün stoklara verildiği ve hizmetin tamamlandığı andan itibaren bu mal ve hizmetlerin alıcılara teslimine kadar yapılan giderler bu hesaba borç kaydedilir. Dönem sonlarında bu hesap, ""761- Pazarlama Satış ve Dağıtım Giderleri Yansıtma Hesabı"" ile karşılaştırılarak kapatılır."
"tr761","Reflection Account For Marketing, Sales And Distribution Expenses","761","account.data_account_type_expenses","l10n_tr.chart_template_7a","","FALSE","Önceden saptanmış maliyet yöntemlerinin uygulandığı durumlarda önceden saptanmış pazarlama, satış ve dağıtım giderleri ile, fiili maliyet yönteminin uygulandığı durumlarda ""760- Pazarlama Satış ve Dağıtım Giderleri Hesabı""nın borcuna kaydedilen giderler bu hesabın alacağı karşılığı ""631- Pazarlama Satış ve Dağıtım Giderleri Hesabı""na devredilir.\n\nDönem sonlarında bu hesap, ""760- Pazarlama Satış ve Dağıtım Giderleri Hesabı"" ile karşılaştırılarak kapatılır."
"tr762","Marketing, Sales And Distribution Expenses Difference Account","762","account.data_account_type_expenses","l10n_tr.chart_template_7a","","FALSE","Pazarlama giderlerinin fiili tutarları ile önceden saptanmış giderler arasındaki olumlu ya da olumsuz farkların izlendiği hesaptır.\n\nOlumsuz farklar hesabın borcuna olumlu farklar ise alacağına kaydedilir. Dönem sonlarında bu hesap ""631- Pazarlama Satış ve Dağıtım Giderleri Hesabı""na aktarılarak kapatılır.\n\n77 GENEL YÖNETİM GİDERLERİ :\n\nBu grup yönetim fonksiyonu ile ilgili gider, yansıtma ve fark hesaplarından oluşur."
"tr770","General Administrative Expenses","770","account.data_account_type_expenses","l10n_tr.chart_template_7a","","FALSE","Bir işletmenin yönetim fonksiyonları, işletme politikasının tayini, organizasyon ve kadro kuruluşu, büro hizmetleri, kamu ilişkileri, güvenlik, hukuk işleri, personel işleri, kredi ve tahsilatı da kapsayan muhasebe ve mali işler servislerin giderleri bu hesaba borç kaydedilir. Dönem sonlarında bu hesap, "" 771- Araştırma ve geliştirme Giderleri Yan-sıtma Hesabı"" ile karşılaştırılarak kapatılır.(1)"
"tr771","Reflection Account For General Administrative Expenses","771","account.data_account_type_expenses","l10n_tr.chart_template_7a","","FALSE","Önceden saptanmış maliyet yöntemlerinin uygulandığı durumlarda, önceden saptanmış genel yönetim giderleri,\n\nFiili maliyet yönteminin uygulandığı durumlarda ""770- Genel Yönetim Giderleri Hesabı""nın borcuna kaydedilen giderleri hesabın alacağı karşılığı ""632- Genel Yönetim Giderleri Hesabı""na borç kaydedilir. Bu hesap, dönem sonlarında ""770- Genel Yönetim Giderleri Hesabı"" ile karşılaştırılarak kapatılır."
"tr772","General Administrative Expenses Difference Account ","772","account.data_account_type_expenses","l10n_tr.chart_template_7a","","FALSE","Fiili genel yönetim giderleri ile önceden saptanmış giderler arasındaki olumlu ya da olumsuz farklar bu hesaba alınır ve dönem sonlarında ""632- Genel Yönetim Giderleri Hesabı""na aktarılarak kapatılır.\n\n78 FİNANSMAN GİDERLERİ :\n\nBu grupta işletmenin borçlandığı tutarlarla ilgili olarak katlanılan ve varlıkların maliyetine eklenmemiş bulunan faiz ve benzeri giderlerle, yansıtma ve fark hesapları yer alır."
"tr780","Financial Expenses","780","account.data_account_type_expenses","l10n_tr.chart_template_7a","","FALSE","İşletme faaliyetlerinin aksamadan yürütülebilmesi amacıyla borçlanılan tutarlarla ilgili faiz, kur farkları, komisyon ve benzeri giderler bu hesaba borç kaydedilir."
"tr781","Reflection Account For Financial Expenses","781","account.data_account_type_expenses","l10n_tr.chart_template_7a","","FALSE","Önceden saptanmış maliyet yöntemlerinin uygulandığı durumlarda, önceden saptanmış finansman giderleri ile fiili maliyet yöntemlerinin uygulandığı durumlarda ""780- Finansman Giderleri Hesabı""nın borcuna kaydedilen giderler bu hesabın alacağı karşılığında sonuç hesaplarındaki ""66- Finansman Giderleri"" grubunun ilgili hesabına borç kaydedilir."
"tr782","Financial Expenses Difference Account","782","account.data_account_type_expenses","l10n_tr.chart_template_7a","","FALSE",""
